YEAR_MONTH,Date,Total_Sale,UPI,Card,Cash,Cash_balance
2025-02,2025-02-16,14319.0,7134.0,0.0,7185.0,22.0
2025-02,2025-02-17,12631.0,10386.0,0.0,2245.0,765.0
2025-02,2025-02-18,10189.0,5770.0,875.0,3544.0,1150.0
2025-02,2025-02-19,14208.0,12464.0,0.0,1744.0,590.0
2025-02,2025-02-20,3716.0,2790.0,0.0,926.0,367.0
2025-02,2025-02-21,14069.0,9238.0,0.0,4831.0,216.0
2025-02,2025-02-22,23986.0,13759.0,0.0,10227.0,1106.0
2025-02,2025-02-23,18593.0,12158.0,963.0,5472.0,1749.0
2025-02,2025-02-24,9815.0,4465.0,1342.0,4008.0,1640.0
2025-02,2025-02-25,11029.0,6899.0,0.0,4130.0,1273.0
2025-02,2025-02-26,8271.0,3653.0,0.0,4618.0,4526.0
2025-02,2025-02-27,13826.0,10019.0,293.0,3514.0,3795.0
2025-02,2025-02-28,11176.0,4225.0,728.0,6223.0,7620.0
2025-01,2025-01-01,22286.0,14548.0,2513.0,5225.0,7230.0
2025-01,2025-01-02,13637.0,8311.0,0.0,5326.0,5963.0
2025-01,2025-01-03,18953.0,10962.0,546.0,7445.0,6814.0
2025-01,2025-01-04,22277.0,11026.0,955.0,10296.0,11284.0
2025-01,2025-01-05,20434.0,14502.0,688.0,5244.0,10147.0
2025-01,2025-01-06,11929.0,9160.0,390.0,2379.0,7910.0
2025-01,2025-01-07,7240.0,4504.0,375.0,2361.0,4749.0
2025-01,2025-01-08,13478.0,10472.0,193.0,2813.0,3343.0
2025-01,2025-01-09,7681.0,6041.0,0.0,1640.0,742.0
2025-01,2025-01-10,6533.0,5224.0,0.0,1309.0,308.0
2025-01,2025-01-11,16403.0,12213.0,408.0,3782.0,179.0
2025-01,2025-01-12,15248.0,9192.0,0.0,6056.0,1865.0
2025-01,2025-01-13,7499.0,4106.0,570.0,2823.0,684.0
2025-01,2025-01-14,14346.0,7680.0,0.0,6666.0,243.0
2025-01,2025-01-15,9751.0,2971.0,110.0,6670.0,3582.0
2025-01,2025-01-16,14072.0,7717.0,0.0,6355.0,8326.0
2025-01,2025-01-17,17871.0,13680.0,1582.0,2609.0,4969.0
2025-01,2025-01-18,20873.0,15153.0,604.0,5116.0,6563.0
2025-01,2025-01-19,14139.0,7953.0,1349.0,4837.0,8291.0
2025-01,2025-01-20,10637.0,3457.0,855.0,6325.0,9191.0
2025-01,2025-01-21,14414.0,9401.0,0.0,5013.0,7299.0
2025-01,2025-01-22,15488.0,9555.0,1338.0,4595.0,10966.0
2025-01,2025-01-23,11802.0,8016.0,1715.0,2071.0,9451.0
2025-01,2025-01-24,11716.0,7368.0,597.0,3751.0,10581.0
2025-01,2025-01-25,17230.0,9082.0,4281.0,3867.0,7513.0
2025-01,2025-01-26,20036.0,15757.0,965.0,3314.0,7424.0
2025-01,2025-01-27,11329.0,7913.0,0.0,3416.0,4862.0
2025-01,2025-01-28,10786.0,5177.0,1018.0,4591.0,4795.0
2025-01,2025-01-29,6692.0,2809.0,0.0,3883.0,7508.0
2025-01,2025-01-30,9539.0,6985.0,854.0,1700.0,8361.0
2025-01,2025-01-31,7155.0,5415.0,985.0,755.0,6996.0
2024-12,2024-12-01,29591.0,17372.0,0.0,12219.0,5015.0
2024-12,2024-12-02,17609.0,10847.0,461.0,6301.0,3192.0
2024-12,2024-12-03,15047.0,8757.0,0.0,6290.0,3590.0
2024-12,2024-12-04,14946.0,11048.0,0.0,3898.0,4796.0
2024-12,2024-12-05,21422.0,14311.0,2106.0,5005.0,3208.0
2024-12,2024-12-06,15337.0,10635.0,0.0,4702.0,1180.0
2024-12,2024-12-07,23205.0,13164.0,3053.0,6988.0,1450.0
2024-12,2024-12-08,20438.0,14222.0,691.0,5525.0,3913.0
2024-12,2024-12-09,9936.0,6272.0,503.0,3161.0,3344.0
2024-12,2024-12-10,14846.0,10358.0,0.0,4488.0,4663.0
2024-12,2024-12-11,10829.0,5544.0,753.0,4532.0,3021.0
2024-12,2024-12-12,12918.0,6076.0,1637.0,5205.0,1462.0
2024-12,2024-12-13,8997.0,7995.0,0.0,1002.0,178.0
2024-12,2024-12-14,23102.0,14122.0,0.0,8980.0,2532.0
2024-12,2024-12-15,17436.0,7313.0,4278.0,5845.0,6305.0
2024-12,2024-12-16,10981.0,6306.0,0.0,4675.0,6935.0
2024-12,2024-12-17,11506.0,6247.0,2126.0,3133.0,6693.0
2024-12,2024-12-18,13516.0,5354.0,4303.0,3859.0,9602.0
2024-12,2024-12-19,14120.0,7426.0,904.0,5790.0,11722.0
2024-12,2024-12-20,7477.0,5400.0,977.0,1100.0,6965.0
2024-12,2024-12-21,15772.0,8392.0,1918.0,5462.0,1822.0
2024-12,2024-12-22,16666.0,11941.0,729.0,3996.0,2000.0
2024-12,2024-12-23,13393.0,6563.0,1077.0,5753.0,4390.0
2024-12,2024-12-24,20862.0,13518.0,0.0,7344.0,7072.0
2024-12,2024-12-25,22741.0,11293.0,293.0,11155.0,14571.0
2024-12,2024-12-26,16685.0,7922.0,283.0,8480.0,18059.0
2024-12,2024-12-27,17052.0,13635.0,0.0,3417.0,15786.0
2024-12,2024-12-28,24842.0,13684.0,268.0,10890.0,8809.0
2024-12,2024-12-29,15378.0,8038.0,3265.0,4075.0,9836.0
2024-12,2024-12-30,7675.0,3364.0,0.0,4311.0,8571.0
2024-12,2024-12-31,30796.0,20617.0,1738.0,8441.0,11564.0
2024-11,2024-11-01,15003.0,11683.0,0.0,3320.0,23607.0
2024-11,2024-11-02,20427.0,9975.0,2472.0,7980.0,12756.0
2024-11,2024-11-03,21973.0,11886.0,2691.0,7396.0,14134.0
2024-11,2024-11-04,16657.0,7787.0,1376.0,7494.0,17618.0
2024-11,2024-11-05,14851.0,11436.0,887.0,2528.0,10547.0
2024-11,2024-11-06,9521.0,6619.0,572.0,2330.0,6465.0
2024-11,2024-11-07,12948.0,9059.0,0.0,3889.0,8087.0
2024-11,2024-11-08,11759.0,7698.0,0.0,4061.0,6326.0
2024-11,2024-11-09,20353.0,13060.0,341.0,6952.0,4602.0
2024-11,2024-11-10,15760.0,11240.0,0.0,4520.0,6751.0
2024-11,2024-11-11,13085.0,9838.0,425.0,2822.0,3699.0
2024-11,2024-11-12,10748.0,5760.0,0.0,4988.0,677.0
2024-11,2024-11-13,60502.0,34310.0,3842.0,22350.0,10098.0
2024-11,2024-11-14,16838.0,10977.0,1343.0,4518.0,12220.0
2024-11,2024-11-15,17414.0,12077.0,0.0,5337.0,11322.0
2024-11,2024-11-16,13818.0,12071.0,0.0,1747.0,6246.0
2024-11,2024-11-17,13151.0,8498.0,394.0,4259.0,5718.0
2024-11,2024-11-18,15584.0,10365.0,0.0,5219.0,5361.0
2024-11,2024-11-19,9082.0,5399.0,839.0,2844.0,2211.0
2024-11,2024-11-20,16509.0,9390.0,839.0,6280.0,4323.0
2024-11,2024-11-21,10400.0,7784.0,478.0,2138.0,4090.0
2024-11,2024-11-22,13402.0,8956.0,0.0,4446.0,4023.0
2024-11,2024-11-23,12930.0,8958.0,567.0,3405.0,3509.0
2024-11,2024-11-24,15077.0,9756.0,1273.0,4048.0,5088.0
2024-11,2024-11-25,8928.0,6101.0,824.0,2003.0,2201.0
2024-11,2024-11-26,11047.0,9885.0,471.0,691.0,223.0
2024-11,2024-11-27,15831.0,10498.0,220.0,5113.0,245.0
2024-11,2024-11-28,6412.0,2321.0,0.0,4091.0,1725.0
2024-11,2024-11-29,10551.0,8262.0,247.0,2042.0,1703.0
2024-11,2024-11-30,19559.0,14212.0,0.0,5347.0,2702.0
2024-10,2024-10-01,10717.0,8795.0,0.0,1922.0,11372.0
2024-10,2024-10-02,13266.0,8866.0,524.0,3876.0,12662.0
2024-10,2024-10-03,8856.0,7060.0,1479.0,317.0,9012.0
2024-10,2024-10-04,12475.0,8904.0,792.0,2779.0,6760.0
2024-10,2024-10-05,25401.0,12269.0,0.0,13132.0,13378.0
2024-10,2024-10-06,18447.0,11908.0,2392.0,4147.0,14600.0
2024-10,2024-10-07,8927.0,2545.0,0.0,6382.0,15552.0
2024-10,2024-10-08,16377.0,13405.0,0.0,2972.0,4582.0
2024-10,2024-10-09,12904.0,8172.0,0.0,4732.0,7624.0
2024-10,2024-10-10,12472.0,7405.0,0.0,5067.0,10539.0
2024-10,2024-10-11,24209.0,18237.0,478.0,5494.0,13851.0
2024-10,2024-10-12,29049.0,16019.0,1207.0,11823.0,16575.0
2024-10,2024-10-13,19765.0,11782.0,0.0,7983.0,15671.0
2024-10,2024-10-14,15048.0,9361.0,450.0,5237.0,12491.0
2024-10,2024-10-15,13261.0,6816.0,897.0,5548.0,10939.0
2024-10,2024-10-16,8255.0,3342.0,0.0,4913.0,9990.0
2024-10,2024-10-17,15458.0,9163.0,400.0,5895.0,13127.0
2024-10,2024-10-18,12344.0,6485.0,357.0,5502.0,15229.0
2024-10,2024-10-19,17392.0,11258.0,448.0,5686.0,10146.0
2024-10,2024-10-20,21389.0,12159.0,2059.0,7171.0,15452.0
2024-10,2024-10-21,14415.0,7107.0,729.0,6579.0,14464.0
2024-10,2024-10-22,13434.0,9094.0,0.0,4340.0,12486.0
2024-10,2024-10-23,13129.0,5348.0,0.0,7781.0,18710.0
2024-10,2024-10-24,12077.0,7280.0,382.0,4415.0,18014.0
2024-10,2024-10-25,12177.0,5638.0,932.0,5607.0,21740.0
2024-10,2024-10-26,17356.0,10292.0,1902.0,5162.0,15407.0
2024-10,2024-10-27,21205.0,9499.0,1961.0,9745.0,23217.0
2024-10,2024-10-28,12384.0,6461.0,188.0,5735.0,27275.0
2024-10,2024-10-29,10311.0,4807.0,0.0,5504.0,24612.0
2024-10,2024-10-30,9012.0,3509.0,293.0,5210.0,27409.0
2024-10,2024-10-31,22146.0,14138.0,1168.0,6840.0,23592.0
2024-09,2024-09-01,17712.0,7704.0,478.0,9530.0,46420.0
2024-09,2024-09-02,13253.0,5314.0,615.0,7324.0,52724.0
2024-09,2024-09-03,11151.0,7264.0,293.0,3594.0,50287.0
2024-09,2024-09-04,13397.0,10370.0,0.0,3027.0,49516.0
2024-09,2024-09-05,10502.0,6199.0,0.0,4303.0,48168.0
2024-09,2024-09-06,9611.0,5573.0,0.0,4038.0,44610.0
2024-09,2024-09-07,14749.0,6278.0,848.0,7623.0,43703.0
2024-09,2024-09-08,15466.0,10637.0,371.0,4458.0,44599.0
2024-09,2024-09-09,8308.0,4095.0,0.0,4213.0,45082.0
2024-09,2024-09-10,7759.0,5234.0,0.0,2525.0,39741.0
2024-09,2024-09-11,11433.0,7336.0,0.0,4097.0,41661.0
2024-09,2024-09-12,15481.0,9078.0,0.0,6403.0,43329.0
2024-09,2024-09-13,21809.0,13686.0,0.0,8123.0,10541.0
2024-09,2024-09-14,16949.0,8355.0,1095.0,7499.0,10792.0
2024-09,2024-09-15,19589.0,14606.0,817.0,4166.0,9244.0
2024-09,2024-09-16,19105.0,11919.0,3026.0,4160.0,12126.0
2024-09,2024-09-17,17399.0,8739.0,318.0,8342.0,9893.0
2024-09,2024-09-18,25175.0,12673.0,4129.0,8373.0,13435.0
2024-09,2024-09-19,13772.0,8214.0,0.0,5558.0,13354.0
2024-09,2024-09-20,19350.0,12554.0,525.0,6271.0,16941.0
2024-09,2024-09-21,14429.0,8135.0,696.0,5598.0,9672.0
2024-09,2024-09-22,11360.0,3817.0,3246.0,4297.0,11854.0
2024-09,2024-09-23,8273.0,3424.0,1285.0,3564.0,10602.0
2024-09,2024-09-24,14681.0,7898.0,0.0,6783.0,16020.0
2024-09,2024-09-25,10301.0,7906.0,0.0,2395.0,12233.0
2024-09,2024-09-26,9579.0,6844.0,0.0,2735.0,12931.0
2024-09,2024-09-27,13791.0,8421.0,0.0,5370.0,12870.0
2024-09,2024-09-28,14230.0,8086.0,0.0,6144.0,13667.0
2024-09,2024-09-29,16862.0,9894.0,0.0,6968.0,19995.0
2024-09,2024-09-30,7392.0,4167.0,0.0,3225.0,16432.0
2024-08,2024-08-01,18568.0,9846.0,607.0,8115.0,13728.0
2024-08,2024-08-02,16558.0,12038.0,0.0,4520.0,15972.0
2024-08,2024-08-03,20319.0,9704.0,1266.0,9349.0,21494.0
2024-08,2024-08-04,14641.0,10650.0,490.0,3501.0,16822.0
2024-08,2024-08-05,13253.0,8691.0,543.0,4019.0,13299.0
2024-08,2024-08-06,10930.0,4695.0,0.0,6235.0,16773.0
2024-08,2024-08-07,18122.0,11205.0,1600.0,5317.0,19859.0
2024-08,2024-08-08,8533.0,5674.0,1106.0,1753.0,15566.0
2024-08,2024-08-09,14729.0,6962.0,1943.0,5824.0,17803.0
2024-08,2024-08-10,26959.0,14064.0,3140.0,9755.0,12440.0
2024-08,2024-08-11,23309.0,12879.0,1730.0,8700.0,17544.0
2024-08,2024-08-12,14535.0,6681.0,849.0,7005.0,20411.0
2024-08,2024-08-13,13391.0,6560.0,0.0,6831.0,9820.0
2024-08,2024-08-14,14280.0,6993.0,345.0,6942.0,12160.0
2024-08,2024-08-15,18656.0,11025.0,1054.0,6577.0,12287.0
2024-08,2024-08-16,16360.0,9679.0,0.0,6681.0,12581.0
2024-08,2024-08-17,15664.0,10527.0,0.0,5137.0,10078.0
2024-08,2024-08-18,23621.0,8498.0,1376.0,13747.0,21398.0
2024-08,2024-08-19,11224.0,4657.0,0.0,6567.0,24214.0
2024-08,2024-08-20,9182.0,5614.0,0.0,3568.0,23704.0
2024-08,2024-08-21,13801.0,6042.0,0.0,7759.0,28555.0
2024-08,2024-08-22,8937.0,5389.0,0.0,3548.0,18671.0
2024-08,2024-08-23,16045.0,7587.0,1412.0,7046.0,24451.0
2024-08,2024-08-24,16674.0,6982.0,356.0,9336.0,23020.0
2024-08,2024-08-25,14076.0,8862.0,1314.0,3900.0,25360.0
2024-08,2024-08-26,14811.0,10428.0,0.0,4383.0,29213.0
2024-08,2024-08-27,11796.0,4470.0,0.0,7326.0,34400.0
2024-08,2024-08-28,16935.0,10892.0,0.0,6043.0,33630.0
2024-08,2024-08-29,15811.0,5393.0,0.0,10418.0,42358.0
2024-08,2024-08-30,8444.0,4366.0,0.0,4078.0,40945.0
2024-08,2024-08-31,23551.0,13451.0,788.0,9312.0,39867.0
2024-07,2024-07-01,15240.0,7347.0,1135.0,6758.0,28329.0
2024-07,2024-07-02,13546.0,6686.0,2363.0,4497.0,25497.0
2024-07,2024-07-03,14585.0,10269.0,918.0,3398.0,26294.0
2024-07,2024-07-04,10642.0,7342.0,0.0,3300.0,25035.0
2024-07,2024-07-05,9249.0,4350.0,1129.0,3770.0,27119.0
2024-07,2024-07-06,22810.0,10361.0,2531.0,9918.0,31377.0
2024-07,2024-07-07,12552.0,3581.0,2580.0,6391.0,31551.0
2024-07,2024-07-08,19012.0,10953.0,3336.0,4723.0,31293.0
2024-07,2024-07-09,14409.0,8000.0,756.0,5653.0,32120.0
2024-07,2024-07-10,16460.0,9042.0,283.0,7135.0,37935.0
2024-07,2024-07-11,9967.0,7497.0,272.0,2198.0,32553.0
2024-07,2024-07-12,6616.0,5138.0,0.0,1478.0,31689.0
2024-07,2024-07-13,21146.0,13835.0,1912.0,5399.0,9252.0
2024-07,2024-07-14,11678.0,9304.0,624.0,1750.0,7510.0
2024-07,2024-07-15,13094.0,9229.0,618.0,3247.0,9365.0
2024-07,2024-07-16,10154.0,5246.0,1170.0,3738.0,7182.0
2024-07,2024-07-17,18294.0,8174.0,345.0,9775.0,10722.0
2024-07,2024-07-18,15532.0,8877.0,247.0,6408.0,11203.0
2024-07,2024-07-19,16861.0,7383.0,989.0,8489.0,14442.0
2024-07,2024-07-20,22794.0,16804.0,1578.0,4412.0,5248.0
2024-07,2024-07-21,19245.0,10227.0,268.0,8750.0,7747.0
2024-07,2024-07-22,11051.0,5975.0,1352.0,3724.0,8193.0
2024-07,2024-07-23,13272.0,8937.0,1510.0,2825.0,2060.0
2024-07,2024-07-24,10200.0,4294.0,1446.0,4460.0,1145.0
2024-07,2024-07-25,12654.0,8357.0,335.0,3962.0,2239.0
2024-07,2024-07-26,18462.0,9590.0,408.0,8464.0,8464.0
2024-07,2024-07-27,17780.0,10908.0,498.0,6374.0,4469.0
2024-07,2024-07-28,22765.0,11818.0,4717.0,6230.0,8479.0
2024-07,2024-07-29,11973.0,7183.0,314.0,4476.0,8813.0
2024-07,2024-07-30,11397.0,5088.0,0.0,6309.0,9937.0
2024-07,2024-07-31,11509.0,6106.0,450.0,4953.0,6136.0
2024-06,2024-06-01,18207.0,10877.0,3140.0,4190.0,45403.0
2024-06,2024-06-02,21386.0,11485.0,1710.0,8191.0,50979.0
2024-06,2024-06-03,10293.0,5424.0,1001.0,3868.0,49561.0
2024-06,2024-06-04,16084.0,9934.0,2138.0,4012.0,52359.0
2024-06,2024-06-05,9752.0,5551.0,713.0,3488.0,12457.0
2024-06,2024-06-06,11729.0,7210.0,1084.0,3435.0,11513.0
2024-06,2024-06-07,16569.0,9483.0,697.0,6389.0,12991.0
2024-06,2024-06-08,24266.0,16256.0,1174.0,6836.0,10601.0
2024-06,2024-06-09,10679.0,6312.0,0.0,4367.0,11561.0
2024-06,2024-06-10,11101.0,5766.0,949.0,4386.0,12149.0
2024-06,2024-06-11,7656.0,4641.0,0.0,3015.0,8350.0
2024-06,2024-06-12,11137.0,5184.0,529.0,5424.0,11959.0
2024-06,2024-06-13,14525.0,7319.0,20.0,7186.0,15517.0
2024-06,2024-06-14,16843.0,5897.0,3163.0,7783.0,16885.0
2024-06,2024-06-15,18133.0,12481.0,543.0,5109.0,15937.0
2024-06,2024-06-16,21263.0,13566.0,0.0,7697.0,17875.0
2024-06,2024-06-17,18625.0,12303.0,406.0,5916.0,21849.0
2024-06,2024-06-18,16667.0,6953.0,2323.0,7391.0,19613.0
2024-06,2024-06-19,15690.0,6754.0,1196.0,7740.0,24721.0
2024-06,2024-06-20,11699.0,6079.0,0.0,5620.0,23769.0
2024-06,2024-06-21,13209.0,6795.0,0.0,6414.0,26364.0
2024-06,2024-06-22,20388.0,13625.0,0.0,6763.0,28398.0
2024-06,2024-06-23,20176.0,10457.0,786.0,8933.0,32647.0
2024-06,2024-06-24,13221.0,8517.0,366.0,4338.0,30023.0
2024-06,2024-06-25,14964.0,11547.0,0.0,3417.0,25987.0
2024-06,2024-06-26,7279.0,1534.0,0.0,5745.0,29079.0
2024-06,2024-06-27,8989.0,6641.0,330.0,2018.0,28630.0
2024-06,2024-06-28,14005.0,10930.0,594.0,2481.0,27901.0
2024-06,2024-06-29,24843.0,10957.0,5877.0,8009.0,30375.0
2024-06,2024-06-30,12709.0,13760.0,0.0,-1051.0,25055.0
2024-05,2024-05-01,12811.0,4862.0,390.0,7559.0,26276.0
2024-05,2024-05-02,14472.0,7073.0,397.0,7002.0,30208.0
2024-05,2024-05-03,13216.0,7128.0,320.0,5768.0,30665.0
2024-05,2024-05-04,9759.0,4161.0,352.0,5246.0,29397.0
2024-05,2024-05-05,13613.0,4336.0,331.0,8946.0,35012.0
2024-05,2024-05-06,16770.0,10467.0,0.0,6303.0,38391.0
2024-05,2024-05-07,21328.0,8206.0,0.0,13122.0,45272.0
2024-05,2024-05-08,17944.0,7622.0,3170.0,7152.0,48815.0
2024-05,2024-05-09,17395.0,6494.0,1173.0,9728.0,48469.0
2024-05,2024-05-10,14922.0,10850.0,0.0,4072.0,50040.0
2024-05,2024-05-11,19273.0,11792.0,633.0,6848.0,47896.0
2024-05,2024-05-12,19683.0,9821.0,1604.0,8258.0,54804.0
2024-05,2024-05-13,20085.0,17144.0,272.0,2669.0,14175.0
2024-05,2024-05-14,15257.0,6447.0,3105.0,5705.0,15350.0
2024-05,2024-05-15,19418.0,12156.0,0.0,7262.0,19211.0
2024-05,2024-05-16,16378.0,11908.0,0.0,4470.0,17024.0
2024-05,2024-05-17,19070.0,10922.0,2563.0,5585.0,18635.0
2024-05,2024-05-18,16809.0,11301.0,0.0,5508.0,21051.0
2024-05,2024-05-19,15955.0,9735.0,272.0,5948.0,25220.0
2024-05,2024-05-20,13014.0,8819.0,0.0,4195.0,20349.0
2024-05,2024-05-21,12393.0,7327.0,330.0,4736.0,22555.0
2024-05,2024-05-22,23158.0,11864.0,0.0,11294.0,29073.0
2024-05,2024-05-23,18452.0,10048.0,576.0,7828.0,32894.0
2024-05,2024-05-24,17870.0,9442.0,985.0,7443.0,34266.0
2024-05,2024-05-25,9986.0,5195.0,0.0,4791.0,34433.0
2024-05,2024-05-26,17492.0,9134.0,2686.0,5672.0,36570.0
2024-05,2024-05-27,15718.0,7229.0,1245.0,7244.0,38668.0
2024-05,2024-05-28,13930.0,5444.0,873.0,7613.0,40515.0
2024-05,2024-05-29,18573.0,7900.0,1750.0,8923.0,46401.0
2024-05,2024-05-30,14136.0,6426.0,0.0,7710.0,49077.0
2024-05,2024-05-31,17602.0,8525.0,1625.0,7452.0,52436.0
2024-04,2024-04-01,6540.0,3266.0,1107.0,2167.0,7915.0
2024-04,2024-04-02,9534.0,7352.0,626.0,1556.0,7280.0
2024-04,2024-04-03,14909.0,7553.0,1860.0,5496.0,8974.0
2024-04,2024-04-04,7328.0,4680.0,0.0,2648.0,8038.0
2024-04,2024-04-05,17483.0,12164.0,839.0,4480.0,10019.0
2024-04,2024-04-06,12501.0,7491.0,0.0,5010.0,7469.0
2024-04,2024-04-07,13099.0,9840.0,0.0,3259.0,8384.0
2024-04,2024-04-08,12613.0,8853.0,0.0,3760.0,7629.0
2024-04,2024-04-09,14324.0,6470.0,3571.0,4283.0,8084.0
2024-04,2024-04-10,28030.0,16753.0,451.0,10826.0,11874.0
2024-04,2024-04-11,27406.0,15694.0,0.0,11712.0,18530.0
2024-04,2024-04-12,21044.0,9220.0,1003.0,10821.0,22939.0
2024-04,2024-04-13,25358.0,15075.0,5006.0,5277.0,20209.0
2024-04,2024-04-14,22936.0,14984.0,3977.0,3975.0,18740.0
2024-04,2024-04-15,18485.0,5285.0,2444.0,10756.0,26461.0
2024-04,2024-04-16,18105.0,8469.0,2216.0,7420.0,28226.0
2024-04,2024-04-17,18771.0,8771.0,0.0,10000.0,32062.0
2024-04,2024-04-18,16200.0,6968.0,1220.0,8012.0,34081.0
2024-04,2024-04-19,16422.0,12891.0,440.0,3091.0,29317.0
2024-04,2024-04-20,20078.0,6289.0,2049.0,11740.0,25637.0
2024-04,2024-04-21,20024.0,10795.0,3225.0,6004.0,28929.0
2024-04,2024-04-22,11048.0,5930.0,0.0,5118.0,24426.0
2024-04,2024-04-23,12893.0,5941.0,3573.0,3379.0,25582.0
2024-04,2024-04-24,14533.0,9949.0,0.0,4584.0,26704.0
2024-04,2024-04-25,18636.0,14080.0,0.0,4556.0,28668.0
2024-04,2024-04-26,14690.0,6413.0,0.0,8277.0,30814.0
2024-04,2024-04-27,18982.0,16266.0,1524.0,1192.0,26035.0
2024-04,2024-04-28,14624.0,6999.0,861.0,6764.0,29142.0
2024-04,2024-04-29,8706.0,10661.0,514.0,-2469.0,18016.0
2024-04,2024-04-30,19254.0,9665.0,366.0,9223.0,21198.0
2024-03,2024-03-01,15658.0,9496.0,2224.0,3938.0,24015.0
2024-03,2024-03-02,23958.0,14412.0,1721.0,7825.0,17396.0
2024-03,2024-03-03,20948.0,12978.0,365.0,7605.0,20137.0
2024-03,2024-03-04,8384.0,2912.0,0.0,5472.0,23379.0
2024-03,2024-03-05,7961.0,5724.0,576.0,1661.0,21800.0
2024-03,2024-03-06,8878.0,3588.0,565.0,4725.0,24573.0
2024-03,2024-03-07,12648.0,8961.0,439.0,3248.0,26840.0
2024-03,2024-03-08,15144.0,7243.0,746.0,7155.0,27825.0
2024-03,2024-03-09,22372.0,8717.0,2327.0,11328.0,29146.0
2024-03,2024-03-10,15175.0,8736.0,0.0,6439.0,33672.0
2024-03,2024-03-11,11692.0,3443.0,904.0,7345.0,36637.0
2024-03,2024-03-12,6999.0,5200.0,446.0,1353.0,33423.0
2024-03,2024-03-13,7124.0,4277.0,0.0,2847.0,7334.0
2024-03,2024-03-14,6982.0,2728.0,0.0,4254.0,11588.0
2024-03,2024-03-15,10054.0,6507.0,292.0,3255.0,10017.0
2024-03,2024-03-16,8427.0,5572.0,676.0,2179.0,7294.0
2024-03,2024-03-17,12871.0,8734.0,806.0,3331.0,8523.0
2024-03,2024-03-18,5595.0,3883.0,0.0,1712.0,9207.0
2024-03,2024-03-19,8686.0,5152.0,0.0,3534.0,11670.0
2024-03,2024-03-20,7066.0,4489.0,0.0,2577.0,12907.0
2024-03,2024-03-21,9696.0,6177.0,226.0,3293.0,12281.0
2024-03,2024-03-22,8946.0,6357.0,743.0,1846.0,10739.0
2024-03,2024-03-23,16372.0,13038.0,0.0,3334.0,8147.0
2024-03,2024-03-24,9609.0,4521.0,0.0,5088.0,9965.0
2024-03,2024-03-25,7321.0,3374.0,539.0,3408.0,11559.0
2024-03,2024-03-26,9609.0,6193.0,441.0,2975.0,11859.0
2024-03,2024-03-27,9528.0,3960.0,257.0,5311.0,14907.0
2024-03,2024-03-28,7738.0,4923.0,0.0,2815.0,14578.0
2024-03,2024-03-29,10898.0,5650.0,1056.0,4192.0,16520.0
2024-03,2024-03-30,7958.0,4643.0,0.0,3315.0,7706.0
2024-03,2024-03-31,14826.0,11553.0,215.0,3058.0,6720.0
2024-02,2024-02-01,8790.0,2121.0,0.0,6669.0,15390.0
2024-02,2024-02-02,12252.0,8290.0,1226.0,2736.0,14853.0
2024-02,2024-02-03,16499.0,10441.0,1377.0,4681.0,12372.0
2024-02,2024-02-04,13599.0,10242.0,131.0,3226.0,12198.0
2024-02,2024-02-05,7012.0,4724.0,382.0,1906.0,9705.0
2024-02,2024-02-06,14252.0,4639.0,1617.0,7996.0,15719.0
2024-02,2024-02-07,9932.0,7417.0,386.0,2129.0,12190.0
2024-02,2024-02-08,6789.0,4511.0,0.0,2278.0,11017.0
2024-02,2024-02-09,19231.0,12113.0,0.0,7118.0,17138.0
2024-02,2024-02-10,17233.0,8979.0,1336.0,6918.0,19577.0
2024-02,2024-02-11,15212.0,6882.0,0.0,8330.0,16287.0
2024-02,2024-02-12,4801.0,1864.0,1384.0,1553.0,15629.0
2024-02,2024-02-13,11362.0,6338.0,1843.0,3181.0,15789.0
2024-02,2024-02-14,15984.0,9049.0,966.0,5969.0,18214.0
2024-02,2024-02-15,12464.0,7249.0,0.0,5215.0,17298.0
2024-02,2024-02-16,10692.0,3228.0,1107.0,6357.0,21544.0
2024-02,2024-02-17,17057.0,8090.0,1699.0,7268.0,19329.0
2024-02,2024-02-18,11792.0,6097.0,1041.0,4654.0,22825.0
2024-02,2024-02-19,11788.0,6874.0,974.0,3940.0,23359.0
2024-02,2024-02-20,6218.0,4958.0,0.0,1260.0,19666.0
2024-02,2024-02-21,6720.0,4081.0,0.0,2639.0,20935.0
2024-02,2024-02-22,15609.0,7717.0,8338.0,-446.0,17001.0
2024-02,2024-02-23,14492.0,9126.0,0.0,5366.0,15673.0
2024-02,2024-02-24,13219.0,8631.0,746.0,3842.0,18339.0
2024-02,2024-02-25,17128.0,10174.0,1694.0,5260.0,14885.0
2024-02,2024-02-26,8036.0,3147.0,470.0,4419.0,14955.0
2024-02,2024-02-27,13404.0,8525.0,446.0,4433.0,18546.0
2024-02,2024-02-28,15520.0,10752.0,0.0,4768.0,17826.0
2024-02,2024-02-29,9299.0,3963.0,0.0,5336.0,22464.0
2024-01,2024-01-01,14181.0,6966.0,1456.0,5759.0,22701.0
2024-01,2024-01-02,15899.0,8868.0,0.0,7031.0,26730.0
2024-01,2024-01-03,13440.0,6343.0,0.0,7097.0,29002.0
2024-01,2024-01-04,8264.0,4935.0,366.0,2963.0,27300.0
2024-01,2024-01-05,13351.0,7519.0,0.0,5832.0,27979.0
2024-01,2024-01-06,15821.0,9513.0,0.0,6308.0,28491.0
