item_name,category,subcategory,matched_term,match_score
cake lakes-Sugar Ball,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,0.92
dry yeast 500 gm,"FLOUR, GRAINS & DRY GOODS",dry yeast,dry yeast,0.92
five Star Traders-Horlicks Small packet,"FLOUR, GRAINS & DRY GOODS",horlicks,horlicks,0.92
five Star Traders-Tea loose,"FLOUR, GRAINS & DRY GOODS",tea,tea,0.92
five Star Traders-Tea loose-,"FLOUR, GRAINS & DRY GOODS",tea,tea,0.92
five Star Traders-atta,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.92
five Star Traders-atta-,"FLOUR, GRAINS & DRY GOODS",atta,atta,0.92
five Star Traders-horlicks,"FLOUR, GRAINS & DRY GOODS",horlicks,horlicks,0.92
five Star Traders-masoor dal red,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,0.92
five Star Traders-masoor dal red-,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,0.92
five Star Traders-sugar,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,0.92
five Star Traders-sugar-,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,0.92
five Star Traders-tea loose,"FLOUR, GRAINS & DRY GOODS",tea,tea,0.92
horlicks,"FLOUR, GRAINS & DRY GOODS",horlicks,horlicks,1.0
labour Charges-maida,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
maida,"FLOUR, GRAINS & DRY GOODS",maida,maida,1.0
maida 30kg,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
maida loose,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.95
maida prince,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
maida prince 30kg,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
masoor dal,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,1.0
prince maida 50kg,"FLOUR, GRAINS & DRY GOODS",maida,maida,0.92
red dal,"FLOUR, GRAINS & DRY GOODS",red dal,red dal,1.0
staff rice,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
staff rice 26kg,"FLOUR, GRAINS & DRY GOODS",rice,rice,0.92
sugar,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,1.0
super Meal,"FLOUR, GRAINS & DRY GOODS",corn meal,corn meal,0.6316
Chili Cheese Poppers,FROZEN ITEMS,chili cheese poppers,chili cheese poppers,1.0
Crest-Frozen Sweet Corn-1Kg,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.92
French Fries 6mm,FROZEN ITEMS,french fries,french fries,0.92
French Fries 6mm-2.5kg,FROZEN ITEMS,french fries,french fries,0.92
French Fries 6mm-Amul,FROZEN ITEMS,french fries,french fries,0.92
French Fries 6mm-Funwave,FROZEN ITEMS,french fries,french fries,0.92
French Fries 6mm-Funwave 2.5 KG,FROZEN ITEMS,french fries,french fries,0.92
French Fries 6mm-Funwave 2.5 kg,FROZEN ITEMS,french fries,french fries,0.92
French Fries 6mm-Hungritos,FROZEN ITEMS,french fries,french fries,0.92
French Fries 6mm-ITC,FROZEN ITEMS,french fries,french fries,0.92
French Fries 9mm-Amul,FROZEN ITEMS,french fries,french fries,0.92
French Fries 9mm-Funwave,FROZEN ITEMS,french fries,french fries,0.92
French Fries 9mm-Hungritos,FROZEN ITEMS,french fries,french fries,0.92
Frozen Sweet Corn,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,1.0
Frozen Sweet Corn-Pal Fresh,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.92
Frozen Sweet Corn-Pal Fresh 500gm,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.92
Frozen Sweet corn,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,1.0
Frozen Sweet corn-1kg,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.92
Funwave-French Fries 6Mm-2.5Kg,FROZEN ITEMS,french fries,french fries,0.92
Looco'S-French Fries Box-25Nos,FROZEN ITEMS,french fries,french fries,0.92
Mc Cain Potato Wedges 2.5kg,FROZEN ITEMS,potato wedges,potato wedges,0.92
Mc Cain Potato Wedges 2.5kg-Taha,FROZEN ITEMS,potato wedges,potato wedges,0.92
POTATO POPS,FROZEN ITEMS,potato pops,potato pops,1.0
Potato Wedges,FROZEN ITEMS,potato wedges,potato wedges,1.0
Potato Wedges-2.5kg,FROZEN ITEMS,potato wedges,potato wedges,0.92
Savoury Wedges 2.5 KG,FROZEN ITEMS,savoury wedges,savoury wedges,0.92
Sweet corn koonathil,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.6
chill fill french fry,FROZEN ITEMS,french fries,french fries,0.5455
fish finger,FROZEN ITEMS,fish finger,fish finger,1.0
french fry hungritos 2.5kg,FROZEN ITEMS,french fries,french fries,0.5789
mc cain french fry,FROZEN ITEMS,french fries,french fries,0.6
potato wedges,FROZEN ITEMS,potato wedges,potato wedges,1.0
sweet corn,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.92
sweet corn 1kg,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.6452
sweet corn abad,FROZEN ITEMS,frozen sweet corn,frozen sweet corn,0.625
Berry Fresh Banana Pulp,FRUITS,banana,banana,0.92
Berry Fresh Chicku Pulp,FRUITS,chicku pulp,chicku pulp,0.92
Berry Fresh Chicku Pulp 2kg,FRUITS,chicku pulp,chicku pulp,0.92
Berry Fresh Tender Coconut Pulp,FRUITS,tender coconut pulp,tender coconut pulp,0.92
Berry Fresh Tender Coconut Pulp 2kg,FRUITS,tender coconut pulp,tender coconut pulp,0.92
Black Grapes,FRUITS,black grapes,black grapes,1.0
Cherry,FRUITS,cherry,cherry,1.0
DVC Green Apple 750 ML,FRUITS,apple,apple,0.92
DVC Watermelon Syrup 750 ml,FRUITS,watermelon,watermelon,0.92
Dvc-Green Apple-750Ml,FRUITS,apple,apple,0.92
Dvc-Watermelon Syrup-750Ml,FRUITS,watermelon,watermelon,0.92
Green Apple,FRUITS,apple,apple,0.95
Green Apple-750ml,FRUITS,apple,apple,0.92
Local Purchase-apple,FRUITS,apple,apple,0.92
Local Purchase-apple-,FRUITS,apple,apple,0.92
Local Purchase-cherry,FRUITS,cherry,cherry,0.92
MBS Traders-cherry,FRUITS,cherry,cherry,0.92
Pineapple slice,FRUITS,pineapple,pineapple,0.92
Pineapple slice-Tajir Habit-500g,FRUITS,pineapple,pineapple,0.92
Pineapple slice-Tajir Habit-850g,FRUITS,pineapple,pineapple,0.92
Pineapple-Veg,FRUITS,pineapple,pineapple,0.95
Red Apple,FRUITS,red apple,red apple,1.0
Tajir Habit-Pineapple Slice-500Gm,FRUITS,pineapple,pineapple,0.92
berry Fresh-Chikku Pulp,FRUITS,chicku pulp,chicku pulp,0.5882
berry Fresh-Chikku Pulp-,FRUITS,chicku pulp,chicku pulp,0.5882
berry Fresh-Tender Coconut Pulp,FRUITS,tender coconut pulp,tender coconut pulp,0.92
berry Fresh-Tender Coconut Pulp-,FRUITS,tender coconut pulp,tender coconut pulp,0.92
five Star Traders-Cherry,FRUITS,cherry,cherry,0.92
five Star Traders-Cherry-,FRUITS,cherry,cherry,0.92
five Star Traders-black grapes,FRUITS,grapes,grapes,0.92
five Star Traders-cherry-,FRUITS,cherry,cherry,0.92
grapes,FRUITS,grapes,grapes,1.0
mbS Traders-Cherry,FRUITS,cherry,cherry,0.92
pineapple,FRUITS,pineapple,pineapple,1.0
watermelon,FRUITS,watermelon,watermelon,1.0
A.N.A Agencies-Drum Bolt -,KITCHEN EQUIPMENT & UTENSILS,drum,drum,0.92
Aluminium Uruli,KITCHEN EQUIPMENT & UTENSILS,aluminium uruli,aluminium uruli,1.0
Diamond Hotel ware and Cutlerys-AW 067 Wooden Rect Pizza Bat,KITCHEN EQUIPMENT & UTENSILS,pizza bat,pizza bat,0.92
"Diamond Hotel ware and Cutlerys-Glare Hammered 8"" Rec Platter",KITCHEN EQUIPMENT & UTENSILS,platter,platter,0.92
"Diamond Hotel ware and Cutlerys-Glare Remekin Bowl 2.5"" Black",KITCHEN EQUIPMENT & UTENSILS,remekin bowl,remekin bowl,0.92
"Diamond Hotel ware and Cutlerys-Glare Rock Serving Bowl 6.5""",KITCHEN EQUIPMENT & UTENSILS,serving bowl,serving bowl,0.92
Fryer Basket,KITCHEN EQUIPMENT & UTENSILS,fryer basket,fryer basket,1.0
Local Purchase-Steel Fork,KITCHEN EQUIPMENT & UTENSILS,steel fork,steel fork,0.92
Local Purchase-Steel Spoon Big,KITCHEN EQUIPMENT & UTENSILS,steel spoon,steel spoon,0.92
Local Purchase-Steel Spoon Small,KITCHEN EQUIPMENT & UTENSILS,steel spoon,steel spoon,0.92
Looco'S-Tripod-500Nos,KITCHEN EQUIPMENT & UTENSILS,tripod,tripod,0.92
Mug-Steel,KITCHEN EQUIPMENT & UTENSILS,mug,mug,0.92
TDS meter,KITCHEN EQUIPMENT & UTENSILS,tds meter,tds meter,1.0
Tripod,KITCHEN EQUIPMENT & UTENSILS,tripod,tripod,1.0
dust bin,KITCHEN EQUIPMENT & UTENSILS,dust bin,dust bin,1.0
steel Scrube,KITCHEN EQUIPMENT & UTENSILS,steel fork,steel fork,0.6364
Aromat Seasoning Powder,MASALA & SEASONINGS,aromat seasoning,aromat seasoning,0.92
BBQ MIX,MASALA & SEASONINGS,bbq mix,bbq mix,1.0
BBQ Mix,MASALA & SEASONINGS,bbq mix,bbq mix,1.0
BBQ Mix Masala,MASALA & SEASONINGS,bbq mix,bbq mix,0.92
BBQ Mix-1kg,MASALA & SEASONINGS,bbq mix,bbq mix,0.92
BBQ Wings,MASALA & SEASONINGS,bbq mix,bbq mix,0.625
Black Pepper,MASALA & SEASONINGS,black pepper,black pepper,1.0
Black pepper,MASALA & SEASONINGS,black pepper,black pepper,1.0
CHILLY FLAKES SACHET 0.8GM,MASALA & SEASONINGS,chilly flakes,chilly flakes,0.92
Chefs Art-Piri Piri Marinade-1Kg,MASALA & SEASONINGS,piri piri marinade,piri piri marinade,0.92
Chettinad Mix,MASALA & SEASONINGS,herb mix,herb mix,0.5714
Chicken Masala,MASALA & SEASONINGS,chicken masala,chicken masala,1.0
Chicken Masala-Eastern,MASALA & SEASONINGS,chicken masala,chicken masala,0.92
Chicken Masala-Quality,MASALA & SEASONINGS,chicken masala,chicken masala,0.92
Chicken-Masala-Melam,MASALA & SEASONINGS,chicken masala,chicken masala,0.92
Chicken-Masala-quality,MASALA & SEASONINGS,chicken masala,chicken masala,0.92
Chilli Flakes,MASALA & SEASONINGS,chilli flakes,chilli flakes,1.0
Chilli Flakes-Eastern,MASALA & SEASONINGS,chilli flakes,chilli flakes,0.92
Chilli Flakes-Puramate-400grm,MASALA & SEASONINGS,chilli flakes,chilli flakes,0.92
Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,MASALA & SEASONINGS,chilli flakes,chilli flakes,0.92
Chilli Powder,MASALA & SEASONINGS,chilli powder,chilli powder,1.0
Chilli Powder Loose,MASALA & SEASONINGS,chilli powder,chilli powder,0.95
Chilly Flakes,MASALA & SEASONINGS,chilly flakes,chilly flakes,1.0
Chilly Powder 1kg-Eastern,MASALA & SEASONINGS,chilli powder,chilli powder,0.6316
Coriander Powder-loose,MASALA & SEASONINGS,coriander powder,coriander powder,0.95
Eastern Coriander 1KG,MASALA & SEASONINGS,coriander powder,coriander powder,0.5405
Grain spicy marinade,MASALA & SEASONINGS,piri piri marinade,piri piri marinade,0.5789
Green Chilly-Veg,MASALA & SEASONINGS,chilly flakes,chilly flakes,0.9
HERB MIX,MASALA & SEASONINGS,herb mix,herb mix,1.0
Herb Mix,MASALA & SEASONINGS,herb mix,herb mix,1.0
Herb Mix Masla,MASALA & SEASONINGS,herb mix,herb mix,0.92
Herb Mix-1kg,MASALA & SEASONINGS,herb mix,herb mix,0.92
KT Coriander 1kg,MASALA & SEASONINGS,coriander powder,coriander powder,0.625
Knorr-Aromat Seasoning Powder-500Grm,MASALA & SEASONINGS,aromat seasoning,aromat seasoning,0.92
Local Purchase-Chicken Masala,MASALA & SEASONINGS,chicken masala,chicken masala,0.92
Local Purchase-Chicken Masala-,MASALA & SEASONINGS,chicken masala,chicken masala,0.92
Local Purchase-Garam Masala,MASALA & SEASONINGS,garam masala,garam masala,0.92
Local Purchase-Garam Masala-,MASALA & SEASONINGS,garam masala,garam masala,0.92
Looco'S-Bbq Mix-1Kg,MASALA & SEASONINGS,bbq mix,bbq mix,0.92
Looco'S-Herb Mix-1Kg,MASALA & SEASONINGS,herb mix,herb mix,0.92
Looco'S-Mexican Mix-1Kg,MASALA & SEASONINGS,mexican mix,mexican mix,0.92
MBS Traders-Tandoori Chicken Masala-,MASALA & SEASONINGS,chicken masala,chicken masala,0.92
Mexican Masala,MASALA & SEASONINGS,mexican masala,mexican masala,1.0
Mexican Mix,MASALA & SEASONINGS,mexican mix,mexican mix,1.0
Mexican Mix-1kg,MASALA & SEASONINGS,mexican mix,mexican mix,0.92
