year_month,Date,Vendor_Name,Amount
2025-08,2025-08-02,Local Purchase,640.0
2025-08,2025-08-03,Local Purchase,1299.0
2025-08,2025-08-05,Local Purchase,196.0
2025-08,2025-08-06,Local Purchase,2747.0
2025-08,2025-08-07,Local Purchase,80.0
2025-08,2025-08-08,Local Purchase,498.0
2025-08,2025-08-09,Local Purchase,3051.0
2025-08,2025-08-10,Local Purchase,735.0
2025-08,2025-08-12,Local Purchase,2101.0
2025-08,2025-08-13,Local Purchase,1050.0
2025-08,2025-08-14,Local Purchase,100.0
2025-08,2025-08-15,Local Purchase,843.0
2025-08,2025-08-16,Local Purchase,2692.0
2025-08,2025-08-17,Local Purchase,1141.0
2025-08,2025-08-18,Local Purchase,2435.0
2025-08,2025-08-19,Local Purchase,1593.0
2025-08,2025-08-20,Local Purchase,561.0
2025-08,2025-08-21,Local Purchase,1864.0
2025-08,2025-08-22,Local Purchase,626.0
2025-08,2025-08-23,Local Purchase,526.0
2025-08,2025-08-24,Local Purchase,376.0
2025-08,2025-08-25,Local Purchase,3199.0
2025-08,2025-08-26,Local Purchase,130.0
2025-08,2025-08-27,Local Purchase,296.0
2025-08,2025-08-28,Local Purchase,1395.0
2025-08,2025-08-29,Local Purchase,378.0
2025-08,2025-08-30,Local Purchase,2288.0
2025-08,2025-08-31,Local Purchase,875.0
2025-08,2025-08-06,Local Purchase-Gas AGency,3340.0
2025-08,2025-08-19,Local Purchase-Gas AGency,3340.0
2025-08,2025-08-27,Local Purchase-Gas AGency,3340.0
2025-08,2025-08-05,bistro frozen,14793.0
2025-08,2025-08-12,bistro frozen,8228.0
2025-08,2025-08-19,bistro frozen,11243.0
2025-08,2025-08-26,bistro frozen,19245.0
2025-08,2025-08-12,prime traders,3340.0
2025-08,2025-08-01,shabana chicken stall,837.0
2025-08,2025-08-02,shabana chicken stall,1313.0
2025-08,2025-08-06,shabana chicken stall,837.0
2025-08,2025-08-07,shabana chicken stall,988.0
2025-08,2025-08-08,shabana chicken stall,837.0
2025-08,2025-08-09,shabana chicken stall,612.0
2025-08,2025-08-10,shabana chicken stall,674.0
2025-08,2025-08-12,shabana chicken stall,821.0
2025-08,2025-08-13,shabana chicken stall,931.0
2025-08,2025-08-14,shabana chicken stall,1012.0
2025-08,2025-08-15,shabana chicken stall,783.0
2025-08,2025-08-16,shabana chicken stall,837.0
2025-08,2025-08-18,shabana chicken stall,1066.0
2025-08,2025-08-20,shabana chicken stall,897.0
2025-08,2025-08-21,shabana chicken stall,975.0
2025-08,2025-08-22,shabana chicken stall,767.0
2025-08,2025-08-23,shabana chicken stall,888.0
2025-08,2025-08-24,shabana chicken stall,737.0
2025-08,2025-08-26,shabana chicken stall,640.0
2025-08,2025-08-28,shabana chicken stall,823.0
2025-08,2025-08-29,shabana chicken stall,1127.0
2025-08,2025-08-30,shabana chicken stall,1134.0
2025-08,2025-08-31,shabana chicken stall,1470.0
2025-07,2025-07-13,BERRY FRESH,1300.0
2025-07,2025-07-05,Essar Associates,3243.0
2025-07,2025-07-12,Essar Associates,1050.0
2025-07,2025-07-19,Essar Associates,2420.0
2025-07,2025-07-30,Essar Associates,5542.0
2025-07,2025-07-03,Gayatri Traders OTP,4240.0
2025-07,2025-07-17,Gayatri Traders OTP,4240.0
2025-07,2025-07-07,Isha Fresh Vegitables (Hisham),1174.0
2025-07,2025-07-17,Isha Fresh Vegitables (Hisham),1443.0
2025-07,2025-07-19,Isha Fresh Vegitables (Hisham),390.0
2025-07,2025-07-28,Isha Fresh Vegitables (Hisham),1414.0
2025-07,2025-07-02,KTP Vegitables,418.0
2025-07,2025-07-03,KTP Vegitables,324.0
2025-07,2025-07-05,KTP Vegitables,291.0
2025-07,2025-07-06,KTP Vegitables,307.0
2025-07,2025-07-08,KTP Vegitables,441.0
2025-07,2025-07-11,KTP Vegitables,515.0
2025-07,2025-07-12,KTP Vegitables,326.0
2025-07,2025-07-15,KTP Vegitables,336.0
2025-07,2025-07-17,KTP Vegitables,479.0
2025-07,2025-07-18,KTP Vegitables,385.0
2025-07,2025-07-21,KTP Vegitables,406.0
2025-07,2025-07-22,KTP Vegitables,334.0
2025-07,2025-07-24,KTP Vegitables,397.0
2025-07,2025-07-26,KTP Vegitables,396.0
2025-07,2025-07-28,KTP Vegitables,499.0
2025-07,2025-07-31,KTP Vegitables,600.0
2025-07,2025-07-04,Koonathil Traders,1528.0
2025-07,2025-07-12,Koonathil Traders,8368.0
2025-07,2025-07-18,Koonathil Traders,2296.0
2025-07,2025-07-25,Koonathil Traders,5739.0
2025-07,2025-07-25,Lakhsyam Foods,35468.0
2025-07,2025-07-01,Local Purchase,4441.0
2025-07,2025-07-02,Local Purchase,566.0
2025-07,2025-07-03,Local Purchase,1396.0
2025-07,2025-07-04,Local Purchase,96.0
2025-07,2025-07-05,Local Purchase,175.0
2025-07,2025-07-06,Local Purchase,268.0
2025-07,2025-07-07,Local Purchase,1503.0
2025-07,2025-07-08,Local Purchase,2161.0
2025-07,2025-07-10,Local Purchase,527.0
2025-07,2025-07-11,Local Purchase,563.0
2025-07,2025-07-12,Local Purchase,653.0
2025-07,2025-07-13,Local Purchase,1000.0
2025-07,2025-07-14,Local Purchase,1278.0
2025-07,2025-07-15,Local Purchase,2736.0
2025-07,2025-07-16,Local Purchase,2211.0
2025-07,2025-07-17,Local Purchase,353.0
2025-07,2025-07-18,Local Purchase,600.0
2025-07,2025-07-19,Local Purchase,510.0
2025-07,2025-07-20,Local Purchase,385.0
2025-07,2025-07-21,Local Purchase,2233.0
2025-07,2025-07-22,Local Purchase,2721.0
2025-07,2025-07-23,Local Purchase,3048.0
2025-07,2025-07-24,Local Purchase,963.0
2025-07,2025-07-25,Local Purchase,880.0
2025-07,2025-07-26,Local Purchase,196.0
2025-07,2025-07-27,Local Purchase,620.0
2025-07,2025-07-28,Local Purchase,2777.0
2025-07,2025-07-29,Local Purchase,636.0
2025-07,2025-07-30,Local Purchase,450.0
2025-07,2025-07-31,Local Purchase,545.0
2025-07,2025-07-05,Local Purchase-Gas AGency,1710.0
2025-07,2025-07-06,Local Purchase-Gas AGency,1710.0
2025-07,2025-07-12,Local Purchase-Gas AGency,3420.0
2025-07,2025-07-18,Local Purchase-Gas AGency,3420.0
2025-07,2025-07-26,Local Purchase-Gas AGency,1710.0
2025-07,2025-07-29,Local Purchase-Gas AGency,3420.0
2025-07,2025-07-01,bistro frozen,18218.0
2025-07,2025-07-08,bistro frozen,9381.0
2025-07,2025-07-15,bistro frozen,15835.0
2025-07,2025-07-22,bistro frozen,7173.0
2025-07,2025-07-29,bistro frozen,8452.0
2025-07,2025-07-02,shabana chicken stall,728.0
2025-07,2025-07-03,shabana chicken stall,928.0
2025-07,2025-07-04,shabana chicken stall,1015.0
2025-07,2025-07-05,shabana chicken stall,899.0
2025-07,2025-07-10,shabana chicken stall,826.0
2025-07,2025-07-11,shabana chicken stall,870.0
2025-07,2025-07-12,shabana chicken stall,1073.0
2025-07,2025-07-13,shabana chicken stall,957.0
2025-07,2025-07-15,shabana chicken stall,1334.0
2025-07,2025-07-17,shabana chicken stall,812.0
2025-07,2025-07-18,shabana chicken stall,827.0
2025-07,2025-07-19,shabana chicken stall,1088.0
2025-07,2025-07-20,shabana chicken stall,609.0
2025-07,2025-07-21,shabana chicken stall,595.0
2025-07,2025-07-22,shabana chicken stall,885.0
2025-07,2025-07-23,shabana chicken stall,957.0
2025-07,2025-07-24,shabana chicken stall,1436.0
2025-07,2025-07-27,shabana chicken stall,609.0
2025-07,2025-07-28,shabana chicken stall,827.0
2025-07,2025-07-29,shabana chicken stall,827.0
2025-07,2025-07-30,shabana chicken stall,885.0
2025-07,2025-07-31,shabana chicken stall,520.0
2025-06,2025-06-11,Essar Associates,2570.0
2025-06,2025-06-18,Essar Associates,2540.0
2025-06,2025-06-28,Essar Associates,1050.0
2025-06,2025-06-12,Gayatri Traders OTP,4240.0
2025-06,2025-06-03,Isha Fresh Vegitables (Hisham),650.0
2025-06,2025-06-09,Isha Fresh Vegitables (Hisham),681.0
2025-06,2025-06-18,Isha Fresh Vegitables (Hisham),1515.0
2025-06,2025-06-30,Isha Fresh Vegitables (Hisham),800.0
2025-06,2025-06-03,KTP Vegitables,635.0
2025-06,2025-06-05,KTP Vegitables,242.0
2025-06,2025-06-06,KTP Vegitables,605.0
2025-06,2025-06-09,KTP Vegitables,369.0
2025-06,2025-06-11,KTP Vegitables,354.0
2025-06,2025-06-12,KTP Vegitables,312.0
2025-06,2025-06-14,KTP Vegitables,208.0
2025-06,2025-06-16,KTP Vegitables,316.0
2025-06,2025-06-17,KTP Vegitables,238.0
2025-06,2025-06-19,KTP Vegitables,337.0
2025-06,2025-06-21,KTP Vegitables,406.0
2025-06,2025-06-23,KTP Vegitables,292.0
2025-06,2025-06-25,KTP Vegitables,264.0
2025-06,2025-06-27,KTP Vegitables,369.0
2025-06,2025-06-29,KTP Vegitables,458.0
2025-06,2025-06-13,Koonathil Traders,12060.0
2025-06,2025-06-20,Koonathil Traders,3122.0
2025-06,2025-06-24,Lakhsyam Foods,6786.0
2025-06,2025-06-01,Local Purchase,530.0
2025-06,2025-06-02,Local Purchase,2935.0
2025-06,2025-06-03,Local Purchase,1434.0
2025-06,2025-06-04,Local Purchase,547.0
2025-06,2025-06-05,Local Purchase,606.0
2025-06,2025-06-06,Local Purchase,556.0
2025-06,2025-06-07,Local Purchase,270.0
2025-06,2025-06-09,Local Purchase,4766.0
2025-06,2025-06-10,Local Purchase,420.0
2025-06,2025-06-12,Local Purchase,3302.0
2025-06,2025-06-13,Local Purchase,2120.0
2025-06,2025-06-14,Local Purchase,758.0
2025-06,2025-06-16,Local Purchase,434.0
2025-06,2025-06-17,Local Purchase,1475.0
2025-06,2025-06-18,Local Purchase,3562.0
2025-06,2025-06-19,Local Purchase,882.0
2025-06,2025-06-20,Local Purchase,1520.0
2025-06,2025-06-21,Local Purchase,2450.0
2025-06,2025-06-22,Local Purchase,96.0
2025-06,2025-06-23,Local Purchase,1468.0
2025-06,2025-06-24,Local Purchase,370.0
2025-06,2025-06-25,Local Purchase,2113.0
2025-06,2025-06-26,Local Purchase,500.0
2025-06,2025-06-27,Local Purchase,1231.0
2025-06,2025-06-28,Local Purchase,266.0
2025-06,2025-06-29,Local Purchase,416.0
2025-06,2025-06-30,Local Purchase,2816.0
2025-06,2025-06-05,Local Purchase-Gas AGency,1770.0
2025-06,2025-06-23,Local Purchase-Gas AGency,1770.0
2025-06,2025-06-28,Local Purchase-Gas AGency,1770.0
2025-06,2025-06-29,Local Purchase-Gas AGency,1770.0
2025-06,2025-06-03,bistro frozen,20338.0
2025-06,2025-06-17,bistro frozen,14722.0
2025-06,2025-06-24,bistro frozen,1717.0
2025-06,2025-06-01,shabana chicken stall,1336.0
2025-06,2025-06-03,shabana chicken stall,1501.0
2025-06,2025-06-04,shabana chicken stall,1287.0
2025-06,2025-06-06,shabana chicken stall,1069.0
2025-06,2025-06-07,shabana chicken stall,945.0
2025-06,2025-06-08,shabana chicken stall,1270.0
2025-06,2025-06-11,shabana chicken stall,682.0
2025-06,2025-06-12,shabana chicken stall,604.0
2025-06,2025-06-13,shabana chicken stall,790.0
2025-06,2025-06-15,shabana chicken stall,1087.0
2025-06,2025-06-17,shabana chicken stall,725.0
2025-06,2025-06-18,shabana chicken stall,856.0
2025-06,2025-06-20,shabana chicken stall,914.0
2025-06,2025-06-22,shabana chicken stall,914.0
2025-06,2025-06-23,shabana chicken stall,667.0
2025-06,2025-06-24,shabana chicken stall,798.0
2025-06,2025-06-26,shabana chicken stall,769.0
2025-06,2025-06-27,shabana chicken stall,741.0
2025-06,2025-06-28,shabana chicken stall,686.0
2025-06,2025-06-30,shabana chicken stall,931.0
2025-05,2025-05-09,BERRY FRESH,1580.0
2025-05,2025-05-03,Essar Associates,3044.0
2025-05,2025-05-07,Essar Associates,1580.0
2025-05,2025-05-14,Essar Associates,2627.0
2025-05,2025-05-17,Essar Associates,3266.0
2025-05,2025-05-31,Essar Associates,2558.0
2025-05,2025-05-14,Gayatri Traders OTP,4260.0
2025-05,2025-05-28,Gayatri Traders OTP,617.0
2025-05,2025-05-29,Gayatri Traders OTP,4240.0
2025-05,2025-05-05,Isha Fresh Vegitables (Hisham),659.0
2025-05,2025-05-12,Isha Fresh Vegitables (Hisham),915.0
2025-05,2025-05-22,Isha Fresh Vegitables (Hisham),999.0
2025-05,2025-05-01,KTP Vegitables,223.0
2025-05,2025-05-02,KTP Vegitables,282.0
2025-05,2025-05-03,KTP Vegitables,401.0
2025-05,2025-05-06,KTP Vegitables,379.0
2025-05,2025-05-08,KTP Vegitables,437.0
2025-05,2025-05-10,KTP Vegitables,419.0
2025-05,2025-05-11,KTP Vegitables,786.0
2025-05,2025-05-13,KTP Vegitables,277.0
2025-05,2025-05-14,KTP Vegitables,197.0
2025-05,2025-05-16,KTP Vegitables,354.0
2025-05,2025-05-19,KTP Vegitables,350.0
2025-05,2025-05-21,KTP Vegitables,283.0
2025-05,2025-05-22,KTP Vegitables,296.0
2025-05,2025-05-23,KTP Vegitables,212.0
2025-05,2025-05-25,KTP Vegitables,403.0
2025-05,2025-05-27,KTP Vegitables,281.0
2025-05,2025-05-28,KTP Vegitables,186.0
2025-05,2025-05-29,KTP Vegitables,270.0
2025-05,2025-05-31,KTP Vegitables,436.0
2025-05,2025-05-02,Koonathil Traders,5297.0
2025-05,2025-05-09,Koonathil Traders,12290.0
2025-05,2025-05-23,Koonathil Traders,6845.0
2025-05,2025-05-30,Koonathil Traders,7709.0
2025-05,2025-05-16,Lakhsyam Foods,41210.0
2025-05,2025-05-01,Local Purchase,774.0
2025-05,2025-05-02,Local Purchase,540.0
2025-05,2025-05-03,Local Purchase,2508.0
2025-05,2025-05-04,Local Purchase,1020.0
2025-05,2025-05-05,Local Purchase,488.0
2025-05,2025-05-06,Local Purchase,3883.0
2025-05,2025-05-07,Local Purchase,768.0
2025-05,2025-05-08,Local Purchase,916.0
2025-05,2025-05-09,Local Purchase,410.0
2025-05,2025-05-10,Local Purchase,698.0
2025-05,2025-05-12,Local Purchase,2418.0
2025-05,2025-05-13,Local Purchase,404.0
2025-05,2025-05-14,Local Purchase,400.0
2025-05,2025-05-15,Local Purchase,3414.0
2025-05,2025-05-16,Local Purchase,758.0
2025-05,2025-05-18,Local Purchase,400.0
2025-05,2025-05-19,Local Purchase,2977.0
2025-05,2025-05-20,Local Purchase,623.0
2025-05,2025-05-21,Local Purchase,554.0
2025-05,2025-05-22,Local Purchase,1292.0
2025-05,2025-05-23,Local Purchase,1530.0
2025-05,2025-05-24,Local Purchase,460.0
2025-05,2025-05-26,Local Purchase,220.0
2025-05,2025-05-27,Local Purchase,1639.0
2025-05,2025-05-28,Local Purchase,5096.0
2025-05,2025-05-29,Local Purchase,1362.0
2025-05,2025-05-30,Local Purchase,611.0
2025-05,2025-05-31,Local Purchase,1581.0
2025-05,2025-05-01,Local Purchase-Gas AGency,3580.0
2025-05,2025-05-07,Local Purchase-Gas AGency,3580.0
2025-05,2025-05-14,Local Purchase-Gas AGency,3580.0
2025-05,2025-05-21,Local Purchase-Gas AGency,1790.0
2025-05,2025-05-22,Local Purchase-Gas AGency,1790.0
2025-05,2025-05-06,bistro frozen,32725.0
2025-05,2025-05-20,bistro frozen,9641.0
2025-05,2025-05-27,bistro frozen,6407.0
2025-05,2025-05-01,shabana chicken stall,1053.0
2025-05,2025-05-02,shabana chicken stall,891.0
2025-05,2025-05-03,shabana chicken stall,630.0
2025-05,2025-05-04,shabana chicken stall,1369.0
2025-05,2025-05-05,shabana chicken stall,1596.0
2025-05,2025-05-08,shabana chicken stall,921.0
2025-05,2025-05-09,shabana chicken stall,768.0
2025-05,2025-05-10,shabana chicken stall,768.0
2025-05,2025-05-11,shabana chicken stall,1154.0
2025-05,2025-05-13,shabana chicken stall,754.0
2025-05,2025-05-14,shabana chicken stall,602.0
2025-05,2025-05-15,shabana chicken stall,1026.0
2025-05,2025-05-16,shabana chicken stall,1078.0
2025-05,2025-05-18,shabana chicken stall,1035.0
2025-05,2025-05-19,shabana chicken stall,832.0
2025-05,2025-05-20,shabana chicken stall,1197.0
2025-05,2025-05-22,shabana chicken stall,933.0
2025-05,2025-05-23,shabana chicken stall,618.0
2025-05,2025-05-24,shabana chicken stall,1048.0
2025-05,2025-05-27,shabana chicken stall,1178.0
2025-05,2025-05-28,shabana chicken stall,748.0
2025-05,2025-05-29,shabana chicken stall,1202.0
2025-05,2025-05-30,shabana chicken stall,670.0
2025-05,2025-05-31,shabana chicken stall,848.0
2025-04,2025-04-04,BERRY FRESH,1950.0
2025-04,2025-04-02,Essar Associates,3478.0
2025-04,2025-04-09,Essar Associates,4110.0
2025-04,2025-04-16,Essar Associates,2499.0
2025-04,2025-04-19,Essar Associates,1715.0
2025-04,2025-04-23,Essar Associates,1307.0
2025-04,2025-04-26,Essar Associates,2315.0
2025-04,2025-04-09,Gayatri Traders OTP,4360.0
2025-04,2025-04-23,Gayatri Traders OTP,6480.0
2025-04,2025-04-11,Isha Fresh Vegitables (Hisham),1010.0
2025-04,2025-04-14,Isha Fresh Vegitables (Hisham),1036.0
2025-04,2025-04-23,Isha Fresh Vegitables (Hisham),1042.0
2025-04,2025-04-02,KTP Vegitables,301.0
2025-04,2025-04-03,KTP Vegitables,221.0
2025-04,2025-04-04,KTP Vegitables,385.0
2025-04,2025-04-05,KTP Vegitables,337.0
2025-04,2025-04-07,KTP Vegitables,246.0
2025-04,2025-04-08,KTP Vegitables,246.0
2025-04,2025-04-10,KTP Vegitables,284.0
2025-04,2025-04-11,KTP Vegitables,343.0
2025-04,2025-04-12,KTP Vegitables,214.0
2025-04,2025-04-13,KTP Vegitables,236.0
2025-04,2025-04-14,KTP Vegitables,220.0
2025-04,2025-04-15,KTP Vegitables,163.0
2025-04,2025-04-16,KTP Vegitables,225.0
2025-04,2025-04-18,KTP Vegitables,291.0
2025-04,2025-04-19,KTP Vegitables,302.0
2025-04,2025-04-21,KTP Vegitables,153.0
2025-04,2025-04-22,KTP Vegitables,461.0
2025-04,2025-04-23,KTP Vegitables,134.0
2025-04,2025-04-25,KTP Vegitables,394.0
2025-04,2025-04-26,KTP Vegitables,285.0
2025-04,2025-04-28,KTP Vegitables,349.0
2025-04,2025-04-30,KTP Vegitables,448.0
2025-04,2025-04-05,Koonathil Traders,2088.0
2025-04,2025-04-18,Koonathil Traders,1677.0
2025-04,2025-04-25,Koonathil Traders,3121.0
2025-04,2025-04-08,Lakhsyam Foods,35380.0
2025-04,2025-04-01,Local Purchase,4984.0
2025-04,2025-04-02,Local Purchase,648.0
2025-04,2025-04-03,Local Purchase,868.0
2025-04,2025-04-05,Local Purchase,340.0
2025-04,2025-04-06,Local Purchase,352.0
2025-04,2025-04-07,Local Purchase,311.0
2025-04,2025-04-08,Local Purchase,5399.0
2025-04,2025-04-09,Local Purchase,788.0
2025-04,2025-04-10,Local Purchase,482.0
2025-04,2025-04-11,Local Purchase,890.0
2025-04,2025-04-12,Local Purchase,3775.0
2025-04,2025-04-13,Local Purchase,364.0
2025-04,2025-04-14,Local Purchase,260.0
2025-04,2025-04-15,Local Purchase,1826.0
2025-04,2025-04-16,Local Purchase,1912.0
2025-04,2025-04-17,Local Purchase,3908.0
2025-04,2025-04-18,Local Purchase,2893.0
2025-04,2025-04-19,Local Purchase,2092.0
2025-04,2025-04-20,Local Purchase,650.0
2025-04,2025-04-21,Local Purchase,2414.0
2025-04,2025-04-22,Local Purchase,1205.0
2025-04,2025-04-23,Local Purchase,438.0
2025-04,2025-04-24,Local Purchase,2689.0
2025-04,2025-04-25,Local Purchase,205.0
2025-04,2025-04-26,Local Purchase,96.0
2025-04,2025-04-27,Local Purchase,468.0
2025-04,2025-04-28,Local Purchase,795.0
2025-04,2025-04-29,Local Purchase,422.0
2025-04,2025-04-30,Local Purchase,2699.0
2025-04,2025-04-03,Local Purchase-Gas AGency,3600.0
2025-04,2025-04-10,Local Purchase-Gas AGency,3600.0
2025-04,2025-04-25,Local Purchase-Gas AGency,3610.0
2025-04,2025-04-01,bistro frozen,17610.0
2025-04,2025-04-02,bistro frozen,1109.0
2025-04,2025-04-08,bistro frozen,2781.0
2025-04,2025-04-15,bistro frozen,20202.0
2025-04,2025-04-22,bistro frozen,15689.0
2025-04,2025-04-01,shabana chicken stall,826.0
2025-04,2025-04-02,shabana chicken stall,2050.0
2025-04,2025-04-03,shabana chicken stall,884.0
2025-04,2025-04-04,shabana chicken stall,885.0
2025-04,2025-04-07,shabana chicken stall,958.0
2025-04,2025-04-08,shabana chicken stall,895.0
2025-04,2025-04-09,shabana chicken stall,884.0
2025-04,2025-04-11,shabana chicken stall,850.0
2025-04,2025-04-12,shabana chicken stall,1025.0
2025-04,2025-04-13,shabana chicken stall,688.0
2025-04,2025-04-15,shabana chicken stall,1062.0
2025-04,2025-04-17,shabana chicken stall,769.0
2025-04,2025-04-18,shabana chicken stall,900.0
2025-04,2025-04-19,shabana chicken stall,756.0
2025-04,2025-04-20,shabana chicken stall,780.0
2025-04,2025-04-22,shabana chicken stall,984.0
2025-04,2025-04-23,shabana chicken stall,712.0
2025-04,2025-04-24,shabana chicken stall,689.0
2025-04,2025-04-26,shabana chicken stall,1012.0
2025-04,2025-04-28,shabana chicken stall,552.0
2025-04,2025-04-29,shabana chicken stall,713.0
2025-04,2025-04-30,shabana chicken stall,925.0
2025-03,2025-03-01,Essar Associates,3338.0
2025-03,2025-03-08,Essar Associates,2408.0
2025-03,2025-03-15,Essar Associates,2943.0
2025-03,2025-03-22,Essar Associates,1827.0
2025-03,2025-03-29,Essar Associates,5589.0
2025-03,2025-03-06,Gayatri Traders OTP,4460.0
2025-03,2025-03-08,Isha Fresh Vegitables (Hisham),982.0
2025-03,2025-03-21,Isha Fresh Vegitables (Hisham),954.0
2025-03,2025-03-28,Isha Fresh Vegitables (Hisham),1021.0
2025-03,2025-03-30,Isha Fresh Vegitables (Hisham),462.0
2025-03,2025-03-01,KTP Vegitables,512.0
2025-03,2025-03-04,KTP Vegitables,198.0
2025-03,2025-03-06,KTP Vegitables,400.0
2025-03,2025-03-07,KTP Vegitables,240.0
2025-03,2025-03-08,KTP Vegitables,506.0
2025-03,2025-03-10,KTP Vegitables,204.0
2025-03,2025-03-13,KTP Vegitables,269.0
2025-03,2025-03-14,KTP Vegitables,261.0
2025-03,2025-03-17,KTP Vegitables,412.0
2025-03,2025-03-20,KTP Vegitables,359.0
2025-03,2025-03-22,KTP Vegitables,247.0
2025-03,2025-03-23,KTP Vegitables,341.0
2025-03,2025-03-25,KTP Vegitables,345.0
2025-03,2025-03-27,KTP Vegitables,287.0
2025-03,2025-03-28,KTP Vegitables,139.0
2025-03,2025-03-29,KTP Vegitables,356.0
2025-03,2025-03-30,KTP Vegitables,579.0
2025-03,2025-03-01,Koonathil Traders,16352.0
2025-03,2025-03-11,Koonathil Traders,306.0
2025-03,2025-03-22,Koonathil Traders,4642.0
2025-03,2025-03-29,Koonathil Traders,23413.0
2025-03,2025-03-01,Local Purchase,1365.0
2025-03,2025-03-02,Local Purchase,894.0
2025-03,2025-03-03,Local Purchase,359.0
2025-03,2025-03-04,Local Purchase,2093.0
2025-03,2025-03-05,Local Purchase,4092.0
2025-03,2025-03-06,Local Purchase,1078.0
2025-03,2025-03-07,Local Purchase,730.0
2025-03,2025-03-09,Local Purchase,371.0
2025-03,2025-03-10,Local Purchase,2413.0
2025-03,2025-03-11,Local Purchase,598.0
2025-03,2025-03-12,Local Purchase,200.0
2025-03,2025-03-13,Local Purchase,358.0
2025-03,2025-03-14,Local Purchase,2342.0
2025-03,2025-03-15,Local Purchase,872.0
2025-03,2025-03-17,Local Purchase,755.0
2025-03,2025-03-18,Local Purchase,917.0
2025-03,2025-03-20,Local Purchase,928.0
2025-03,2025-03-21,Local Purchase,3073.0
2025-03,2025-03-22,Local Purchase,1170.0
2025-03,2025-03-23,Local Purchase,196.0
2025-03,2025-03-25,Local Purchase,1352.0
2025-03,2025-03-26,Local Purchase,788.0
2025-03,2025-03-27,Local Purchase,2653.0
2025-03,2025-03-28,Local Purchase,744.0
2025-03,2025-03-29,Local Purchase,713.0
2025-03,2025-03-30,Local Purchase,2644.0
2025-03,2025-03-31,Local Purchase,1260.0
2025-03,2025-03-10,Local Purchase-Gas AGency,1846.0
2025-03,2025-03-13,Local Purchase-Gas AGency,1846.0
2025-03,2025-03-17,Local Purchase-Gas AGency,3692.0
2025-03,2025-03-25,Local Purchase-Gas AGency,3692.0
2025-03,2025-03-31,Local Purchase-Gas AGency,1846.0
2025-03,2025-03-31,Loocos Pizza CPY,10920.0
2025-03,2025-03-04,bistro frozen,15531.0
2025-03,2025-03-11,bistro frozen,3605.0
2025-03,2025-03-18,bistro frozen,1120.0
2025-03,2025-03-25,bistro frozen,14200.0
2025-03,2025-03-02,shabana chicken stall,829.0
2025-03,2025-03-03,shabana chicken stall,714.0
2025-03,2025-03-06,shabana chicken stall,720.0
2025-03,2025-03-08,shabana chicken stall,979.0
2025-03,2025-03-10,shabana chicken stall,691.0
2025-03,2025-03-13,shabana chicken stall,602.0
2025-03,2025-03-15,shabana chicken stall,1006.0
2025-03,2025-03-19,shabana chicken stall,699.0
2025-03,2025-03-20,shabana chicken stall,780.0
2025-03,2025-03-22,shabana chicken stall,1036.0
2025-03,2025-03-23,shabana chicken stall,468.0
2025-03,2025-03-25,shabana chicken stall,798.0
2025-03,2025-03-26,shabana chicken stall,1117.0
2025-03,2025-03-27,shabana chicken stall,990.0
2025-03,2025-03-29,shabana chicken stall,1240.0
2025-03,2025-03-31,shabana chicken stall,1166.0
2025-02,2025-02-12,BERRY FRESH,1300.0
2025-02,2025-02-01,Essar Associates,6474.0
2025-02,2025-02-08,Essar Associates,3880.0
2025-02,2025-02-15,Essar Associates,2405.0
2025-02,2025-02-22,Essar Associates,2125.0
2025-02,2025-02-19,Gayatri Traders OTP,4440.0
2025-02,2025-02-01,Isha Fresh Vegitables (Hisham),934.0
2025-02,2025-02-08,Isha Fresh Vegitables (Hisham),784.0
2025-02,2025-02-19,Isha Fresh Vegitables (Hisham),798.0
2025-02,2025-02-24,Isha Fresh Vegitables (Hisham),988.0
2025-02,2025-02-01,KTP Vegitables,413.0
2025-02,2025-02-03,KTP Vegitables,161.0
2025-02,2025-02-05,KTP Vegitables,507.0
2025-02,2025-02-06,KTP Vegitables,332.0
2025-02,2025-02-08,KTP Vegitables,571.0
2025-02,2025-02-09,KTP Vegitables,218.0
2025-02,2025-02-13,KTP Vegitables,501.0
2025-02,2025-02-15,KTP Vegitables,346.0
2025-02,2025-02-17,KTP Vegitables,282.0
2025-02,2025-02-18,KTP Vegitables,312.0
2025-02,2025-02-21,KTP Vegitables,462.0
2025-02,2025-02-22,KTP Vegitables,170.0
2025-02,2025-02-23,KTP Vegitables,341.0
2025-02,2025-02-25,KTP Vegitables,424.0
2025-02,2025-02-26,KTP Vegitables,373.0
2025-02,2025-02-28,KTP Vegitables,176.0
2025-02,2025-02-08,Koonathil Traders,9037.0
2025-02,2025-02-19,Lakhsyam Foods,25855.0
2025-02,2025-02-01,Local Purchase,520.0
2025-02,2025-02-03,Local Purchase,786.0
2025-02,2025-02-04,Local Purchase,1942.0
2025-02,2025-02-05,Local Purchase,300.0
2025-02,2025-02-06,Local Purchase,4300.0
2025-02,2025-02-08,Local Purchase,376.0
2025-02,2025-02-09,Local Purchase,376.0
2025-02,2025-02-10,Local Purchase,1138.0
2025-02,2025-02-11,Local Purchase,800.0
2025-02,2025-02-12,Local Purchase,406.0
2025-02,2025-02-13,Local Purchase,528.0
2025-02,2025-02-14,Local Purchase,2216.0
2025-02,2025-02-15,Local Purchase,2500.0
2025-02,2025-02-16,Local Purchase,3345.0
